Party;Voting ID;Yes;No;Unregistered;Refrained;Excused;Max
STAN;67123;5;0;0;1;0;Y
ANO;67124;71;0;1;1;5;Y
ODS;67124;23;0;0;0;2;Y
Piráti;67124;20;0;0;1;1;Y
SPD;67124;18;0;0;2;2;Y
ČSSD;67124;12;0;0;0;3;Y
KSČM;67124;15;0;0;0;0;Y
KDU-ČSL;67124;7;0;1;1;1;Y
TOP09;67124;4;0;0;0;3;Y
STAN;67124;5;0;0;1;0;Y
ANO;67125;70;0;1;2;5;Y
ODS;67125;23;0;0;0;2;Y
Piráti;67125;21;0;0;0;1;Y
SPD;67125;19;0;0;1;2;Y
ČSSD;67125;12;0;0;0;3;Y
KSČM;67125;15;0;0;0;0;Y
KDU-ČSL;67125;8;0;1;0;1;Y
TOP09;67125;3;0;0;1;3;O
STAN;67125;5;0;0;1;0;Y
ANO;67126;70;0;1;2;5;Y
ODS;67126;23;0;0;0;2;Y
Piráti;67126;21;0;0;0;1;Y
SPD;67126;20;0;0;0;2;Y
ČSSD;67126;12;0;0;0;3;Y
KSČM;67126;14;0;0;1;0;Y
KDU-ČSL;67126;7;0;1;1;1;Y
TOP09;67126;4;0;0;0;3;Y
STAN;67126;5;0;0;1;0;Y
ANO;67127;70;0;1;2;5;Y
ODS;67127;21;0;0;2;2;Y
Piráti;67127;21;0;0;0;1;Y
SPD;67127;20;0;0;0;2;Y
ČSSD;67127;9;1;0;2;3;Y
KSČM;67127;15;0;0;0;0;Y
KDU-ČSL;67127;8;0;1;0;1;Y
TOP09;67127;4;0;0;0;3;Y
STAN;67127;5;0;0;1;0;Y
ANO;67128;71;0;1;1;5;Y
ODS;67128;22;0;0;1;2;Y
Piráti;67128;21;0;0;0;1;Y
SPD;67128;19;0;0;1;2;Y
ČSSD;67128;9;0;0;3;3;Y
KSČM;67128;13;0;0;2;0;Y
KDU-ČSL;67128;7;0;1;1;1;Y
TOP09;67128;3;0;0;1;3;O
STAN;67128;5;0;0;1;0;Y
ANO;67129;71;0;1;1;5;Y
ODS;67129;22;0;0;1;2;Y
Piráti;67129;21;0;0;0;1;Y
SPD;67129;19;0;0;1;2;Y
ČSSD;67129;9;0;0;3;3;Y
KSČM;67129;13;0;0;2;0;Y
KDU-ČSL;67129;6;0;1;2;1;Y
TOP09;67129;3;0;0;1;3;O
STAN;67129;5;0;0;1;0;Y
ANO;67130;72;0;1;0;5;Y
ODS;67130;23;0;0;0;2;Y
Piráti;67130;21;0;0;0;1;Y
SPD;67130;20;0;0;0;2;Y
ČSSD;67130;2;2;0;8;3;O
KSČM;67130;14;0;0;1;0;Y
KDU-ČSL;67130;7;0;1;1;1;Y
TOP09;67130;3;0;0;1;3;O
STAN;67130;5;0;0;1;0;Y
ANO;67131;72;0;1;0;5;Y
ODS;67131;22;0;0;1;2;Y
Piráti;67131;20;0;0;1;1;Y
SPD;67131;20;0;0;0;2;Y
ČSSD;67131;1;1;0;10;3;O
KSČM;67131;14;0;0;1;0;Y
KDU-ČSL;67131;8;0;1;0;1;Y
TOP09;67131;4;0;0;0;3;Y
STAN;67131;5;0;0;1;0;Y
ANO;67132;72;0;1;0;5;Y
ODS;67132;22;0;0;1;2;Y
Piráti;67132;21;0;0;0;1;Y
SPD;67132;20;0;0;0;2;Y
ČSSD;67132;1;1;0;10;3;O
KSČM;67132;14;0;0;1;0;Y
KDU-ČSL;67132;8;0;1;0;1;Y
TOP09;67132;3;0;0;1;3;O
STAN;67132;5;0;0;1;0;Y
ANO;67133;70;0;1;2;5;Y
ODS;67133;23;0;0;0;2;Y
Piráti;67133;21;0;0;0;1;Y
SPD;67133;18;0;0;2;2;Y
ČSSD;67133;1;1;0;10;3;O
KSČM;67133;14;0;0;1;0;Y
KDU-ČSL;67133;8;0;1;0;1;Y
TOP09;67133;4;0;0;0;3;Y
STAN;67133;5;0;0;1;0;Y
ANO;67134;71;0;1;1;5;Y
ODS;67134;23;0;0;0;2;Y
Piráti;67134;21;0;0;0;1;Y
SPD;67134;19;0;0;1;2;Y
ČSSD;67134;1;1;0;10;3;O
KSČM;67134;15;0;0;0;0;Y
KDU-ČSL;67134;7;0;1;1;1;Y
TOP09;67134;3;0;0;1;3;O
STAN;67134;5;0;0;1;0;Y
ANO;67135;70;0;1;2;5;Y
ODS;67135;23;0;0;0;2;Y
Piráti;67135;21;0;0;0;1;Y
SPD;67135;17;0;0;3;2;Y
ČSSD;67135;11;0;0;1;3;Y
KSČM;67135;15;0;0;0;0;Y
KDU-ČSL;67135;7;0;1;1;1;Y
TOP09;67135;3;0;0;1;3;O
STAN;67135;4;0;0;2;0;Y
ANO;67136;70;0;1;2;5;Y
ODS;67136;22;0;0;1;2;Y
Piráti;67136;21;0;0;0;1;Y
SPD;67136;18;0;0;2;2;Y
ČSSD;67136;12;0;0;0;3;Y
KSČM;67136;14;0;0;1;0;Y
KDU-ČSL;67136;7;0;1;1;1;Y
TOP09;67136;3;0;0;1;3;O
STAN;67136;4;0;0;2;0;Y
ANO;67137;69;0;1;3;5;Y
ODS;67137;22;0;0;1;2;Y
Piráti;67137;21;0;0;0;1;Y
SPD;67137;17;0;0;3;2;Y
ČSSD;67137;12;0;0;0;3;Y
KSČM;67137;14;0;0;1;0;Y
KDU-ČSL;67137;7;0;1;1;1;Y
TOP09;67137;3;0;0;1;3;O
STAN;67137;4;0;0;2;0;Y
ANO;67138;69;0;1;3;5;Y
ODS;67138;21;1;0;1;2;Y
Piráti;67138;20;0;0;1;1;Y
SPD;67138;16;0;0;4;2;Y
ČSSD;67138;12;0;0;0;3;Y
KSČM;67138;14;0;0;1;0;Y
KDU-ČSL;67138;7;0;1;1;1;Y
TOP09;67138;3;0;0;1;3;O
STAN;67138;4;0;0;2;0;Y
ANO;67139;69;0;1;3;5;Y
ODS;67139;22;0;0;1;2;Y
Piráti;67139;20;0;0;1;1;Y
SPD;67139;17;0;0;3;2;Y
ČSSD;67139;12;0;0;0;3;Y
KSČM;67139;13;0;0;2;0;Y
KDU-ČSL;67139;7;0;1;1;1;Y
TOP09;67139;3;0;0;1;3;O
STAN;67139;4;0;0;2;0;Y
ANO;67140;68;0;1;4;5;Y
ODS;67140;21;0;0;2;2;Y
Piráti;67140;21;0;0;0;1;Y
SPD;67140;17;0;0;3;2;Y
ČSSD;67140;11;0;0;1;3;Y
KSČM;67140;14;0;0;1;0;Y
KDU-ČSL;67140;7;0;1;1;1;Y
TOP09;67140;2;0;0;2;3;O
STAN;67140;4;0;0;2;0;Y
ANO;67141;51;0;1;21;5;Y
ODS;67141;1;0;1;21;2;O
Piráti;67141;15;0;0;6;1;Y
SPD;67141;14;0;0;6;2;Y
ČSSD;67141;6;0;1;5;3;O
KSČM;67141;14;0;0;1;0;Y
KDU-ČSL;67141;6;0;1;3;0;Y
TOP09;67141;0;0;0;4;3;O
STAN;67141;1;0;0;5;0;O
ANO;67142;58;0;1;14;5;Y
ODS;67142;15;0;1;7;2;Y
Piráti;67142;20;0;0;1;1;Y
SPD;67142;13;0;0;7;2;Y
ČSSD;67142;5;0;1;6;3;O
KSČM;67142;12;0;0;3;0;Y
KDU-ČSL;67142;7;0;1;2;0;Y
TOP09;67142;2;0;0;2;3;O
STAN;67142;2;0;0;4;0;O
ANO;67143;58;0;1;14;5;Y
ODS;67143;16;0;3;4;2;Y
Piráti;67143;19;0;0;2;1;Y
SPD;67143;13;0;0;7;2;Y
ČSSD;67143;5;0;1;6;3;O
KSČM;67143;11;0;0;4;0;Y
KDU-ČSL;67143;7;0;1;2;0;Y
TOP09;67143;2;0;0;2;3;O
STAN;67143;2;0;0;4;0;O
ANO;67144;53;0;1;19;5;Y
ODS;67144;12;0;2;9;2;O
Piráti;67144;11;0;1;9;1;Y
SPD;67144;15;0;0;5;2;Y
ČSSD;67144;6;0;0;6;3;O
KSČM;67144;12;0;0;3;0;Y
KDU-ČSL;67144;7;0;1;2;0;Y
TOP09;67144;2;0;0;2;3;O
STAN;67144;2;0;0;4;0;O
ANO;67145;55;0;2;16;5;Y
ODS;67145;11;0;3;8;3;O
Piráti;67145;3;0;1;17;1;O
SPD;67145;17;0;0;3;2;Y
ČSSD;67145;7;0;0;5;3;O
KSČM;67145;10;0;0;5;0;Y
KDU-ČSL;67145;8;0;1;1;0;Y
TOP09;67145;2;0;0;2;3;O
STAN;67145;1;1;0;4;0;O
ANO;67146;63;0;2;8;5;Y
ODS;67146;17;0;2;3;3;Y
Piráti;67146;19;0;0;2;1;Y
SPD;67146;0;0;0;20;2;O
ČSSD;67146;8;0;0;4;3;Y
KSČM;67146;0;11;0;4;0;N
KDU-ČSL;67146;8;0;1;1;0;Y
TOP09;67146;3;0;0;1;3;O
STAN;67146;3;0;0;3;0;Y
ANO;67147;1;64;2;6;5;N
ODS;67147;6;1;2;13;3;O
Piráti;67147;0;16;1;4;1;N
SPD;67147;19;0;0;1;2;Y
ČSSD;67147;0;7;0;5;3;O
KSČM;67147;1;11;0;3;0;N
KDU-ČSL;67147;0;6;1;3;0;N
TOP09;67147;0;1;0;3;3;O
STAN;67147;0;1;0;5;0;O
ANO;67148;0;67;4;1;6;N
ODS;67148;4;2;13;3;3;O
Piráti;67148;0;13;2;6;1;N
SPD;67148;18;0;1;1;2;Y
ČSSD;67148;0;7;5;0;3;O
KSČM;67148;0;13;2;0;0;N
KDU-ČSL;67148;0;5;3;2;0;N
TOP09;67148;0;2;2;0;3;O
STAN;67148;0;1;3;2;0;O
ANO;67149;0;64;6;2;6;N
ODS;67149;7;2;11;2;3;O
Piráti;67149;0;15;0;6;1;N
SPD;67149;20;0;0;0;2;Y
ČSSD;67149;0;7;5;0;3;O
KSČM;67149;0;13;2;0;0;N
KDU-ČSL;67149;0;5;3;2;0;N
TOP09;67149;0;2;2;0;3;O
STAN;67149;0;3;2;1;0;N
ANO;67150;67;0;5;0;6;Y
ODS;67150;10;0;11;1;3;O
Piráti;67150;21;0;0;0;1;Y
SPD;67150;20;0;0;0;2;Y
ČSSD;67150;7;0;5;0;3;O
KSČM;67150;13;0;2;0;0;Y
KDU-ČSL;67150;7;0;2;1;0;Y
TOP09;67150;2;0;2;0;3;O
STAN;67150;5;0;1;0;0;Y
ANO;67151;63;0;4;5;6;Y
ODS;67151;13;0;6;3;3;Y
Piráti;67151;19;0;0;2;1;Y
SPD;67151;17;0;1;2;2;Y
ČSSD;67151;4;0;6;2;3;O
KSČM;67151;10;0;2;3;0;Y
KDU-ČSL;67151;7;0;2;1;0;Y
TOP09;67151;2;0;2;0;3;O
STAN;67151;3;0;1;2;0;Y
ANO;67152;67;0;2;2;7;Y
ODS;67152;10;0;4;8;3;O
Piráti;67152;21;0;0;0;1;Y
SPD;67152;19;0;1;0;2;Y
ČSSD;67152;10;0;2;0;3;Y
KSČM;67152;15;0;0;0;0;Y
KDU-ČSL;67152;6;0;3;1;0;Y
TOP09;67152;1;1;0;2;3;O
STAN;67152;4;0;0;2;0;Y
ANO;67153;69;0;6;0;3;Y
ODS;67153;14;0;8;1;2;Y
Piráti;67153;20;0;1;0;1;Y
SPD;67153;20;0;1;1;0;Y
ČSSD;67153;6;0;7;1;1;O
KSČM;67153;11;0;3;0;1;Y
KDU-ČSL;67153;7;0;2;0;1;Y
TOP09;67153;4;0;3;0;0;Y
STAN;67153;5;0;1;0;0;Y
ANO;67154;70;0;5;0;3;Y
ODS;67154;15;0;8;0;2;Y
Piráti;67154;20;0;1;0;1;Y
SPD;67154;20;0;1;1;0;Y
ČSSD;67154;8;0;6;0;1;Y
KSČM;67154;11;0;3;0;1;Y
KDU-ČSL;67154;7;0;2;0;1;Y
TOP09;67154;4;0;3;0;0;Y
STAN;67154;5;0;1;0;0;Y
ANO;67155;72;0;3;0;3;Y
ODS;67155;16;0;5;2;2;Y
Piráti;67155;20;0;1;0;1;Y
SPD;67155;21;0;1;0;0;Y
ČSSD;67155;7;1;5;1;1;Y
KSČM;67155;9;0;1;4;1;Y
KDU-ČSL;67155;8;0;1;0;1;Y
TOP09;67155;6;0;1;0;0;Y
STAN;67155;5;0;1;0;0;Y
ANO;67156;72;0;2;1;3;Y
ODS;67156;18;0;5;0;2;Y
Piráti;67156;20;0;1;0;1;Y
SPD;67156;19;0;1;2;0;Y
ČSSD;67156;10;0;4;0;1;Y
KSČM;67156;13;0;1;0;1;Y
KDU-ČSL;67156;8;0;1;0;1;Y
TOP09;67156;6;0;1;0;0;Y
STAN;67156;5;0;1;0;0;Y
ANO;67157;73;0;2;0;3;Y
ODS;67157;18;0;5;0;2;Y
Piráti;67157;20;0;1;0;1;Y
SPD;67157;21;0;1;0;0;Y
ČSSD;67157;10;0;3;1;1;Y
KSČM;67157;13;0;1;0;1;Y
KDU-ČSL;67157;8;0;1;0;1;Y
TOP09;67157;5;0;1;1;0;Y
STAN;67157;5;0;1;0;0;Y
ANO;67158;60;0;7;0;11;Y
ODS;67158;9;0;12;2;2;O
Piráti;67158;18;0;2;0;2;Y
SPD;67158;19;0;3;0;0;Y
ČSSD;67158;10;0;5;0;0;Y
KSČM;67158;10;0;4;0;1;Y
KDU-ČSL;67158;6;0;2;0;2;Y
TOP09;67158;4;0;2;0;1;Y
STAN;67158;3;0;3;0;0;Y
ANO;67159;71;0;6;1;0;Y
ODS;67159;20;0;4;1;0;Y
Piráti;67159;21;0;0;0;1;Y
SPD;67159;21;0;1;0;0;Y
ČSSD;67159;11;0;4;0;0;Y
KSČM;67159;8;0;5;2;0;Y
KDU-ČSL;67159;8;0;2;0;0;Y
TOP09;67159;7;0;0;0;0;Y
STAN;67159;3;0;3;0;0;Y
ANO;67160;0;71;5;2;0;N
ODS;67160;23;0;2;0;0;Y
Piráti;67160;22;0;0;0;0;Y
SPD;67160;0;0;2;20;0;O
ČSSD;67160;8;3;3;1;0;Y
KSČM;67160;0;12;2;1;0;N
KDU-ČSL;67160;10;0;0;0;0;Y
TOP09;67160;4;0;3;0;0;Y
STAN;67160;5;0;1;0;0;Y
ANO;67161;75;0;1;2;0;Y
ODS;67161;5;3;1;16;0;O
Piráti;67161;21;0;0;1;0;Y
SPD;67161;21;0;0;0;1;Y
ČSSD;67161;12;0;2;1;0;Y
KSČM;67161;13;0;0;2;0;Y
KDU-ČSL;67161;0;0;0;10;0;O
TOP09;67161;0;0;1;6;0;O
STAN;67161;5;0;0;1;0;Y
ANO;67162;78;0;0;0;0;Y
ODS;67162;23;0;1;1;0;Y
Piráti;67162;21;0;0;1;0;Y
SPD;67162;21;0;0;1;0;Y
ČSSD;67162;13;0;1;1;0;Y
KSČM;67162;15;0;0;0;0;Y
KDU-ČSL;67162;10;0;0;0;0;Y
TOP09;67162;6;0;1;0;0;Y
STAN;67162;6;0;0;0;0;Y
ANO;67163;0;78;0;0;0;N
ODS;67163;23;0;1;1;0;Y
Piráti;67163;0;0;0;22;0;O
SPD;67163;0;0;0;22;0;O
ČSSD;67163;1;7;1;6;0;N
KSČM;67163;0;3;0;12;0;O
KDU-ČSL;67163;4;0;0;6;0;O
TOP09;67163;6;0;1;0;0;Y
STAN;67163;6;0;0;0;0;Y
ANO;67164;78;0;0;0;0;Y
ODS;67164;24;0;1;0;0;Y
Piráti;67164;21;0;0;1;0;Y
SPD;67164;22;0;0;0;0;Y
ČSSD;67164;14;0;1;0;0;Y
KSČM;67164;15;0;0;0;0;Y
KDU-ČSL;67164;10;0;0;0;0;Y
TOP09;67164;6;0;1;0;0;Y
STAN;67164;6;0;0;0;0;Y
ANO;67165;1;76;0;1;0;N
ODS;67165;23;0;1;1;0;Y
Piráti;67165;1;0;0;21;0;O
SPD;67165;22;0;0;0;0;Y
ČSSD;67165;14;0;1;0;0;Y
KSČM;67165;14;0;0;1;0;Y
KDU-ČSL;67165;3;0;0;7;0;O
TOP09;67165;6;0;1;0;0;Y
STAN;67165;6;0;0;0;0;Y
ANO;67166;2;76;0;0;0;N
ODS;67166;1;23;1;0;0;N
Piráti;67166;0;19;0;3;0;N
SPD;67166;22;0;0;0;0;Y
ČSSD;67166;0;9;1;5;0;N
KSČM;67166;15;0;0;0;0;Y
KDU-ČSL;67166;0;10;0;0;0;N
TOP09;67166;0;6;1;0;0;N
STAN;67166;0;6;0;0;0;N
ANO;67167;78;0;0;0;0;Y
ODS;67167;23;0;1;1;0;Y
Piráti;67167;21;0;0;1;0;Y
SPD;67167;22;0;0;0;0;Y
ČSSD;67167;14;0;1;0;0;Y
KSČM;67167;15;0;0;0;0;Y
KDU-ČSL;67167;10;0;0;0;0;Y
TOP09;67167;6;0;1;0;0;Y
STAN;67167;6;0;0;0;0;Y
ANO;67168;75;2;0;1;0;Y
ODS;67168;0;24;1;0;0;N
Piráti;67168;0;16;0;6;0;N
SPD;67168;22;0;0;0;0;Y
ČSSD;67168;14;0;1;0;0;Y
KSČM;67168;15;0;0;0;0;Y
KDU-ČSL;67168;0;8;0;2;0;N
TOP09;67168;0;6;1;0;0;N
STAN;67168;0;6;0;0;0;N
ANO;67169;78;0;0;0;0;Y
ODS;67169;23;0;1;1;0;Y
Piráti;67169;22;0;0;0;0;Y
SPD;67169;22;0;0;0;0;Y
ČSSD;67169;14;0;1;0;0;Y
KSČM;67169;15;0;0;0;0;Y
KDU-ČSL;67169;10;0;0;0;0;Y
TOP09;67169;6;0;1;0;0;Y
STAN;67169;6;0;0;0;0;Y
ANO;67170;78;0;0;0;0;Y
ODS;67170;23;0;1;1;0;Y
Piráti;67170;22;0;0;0;0;Y
SPD;67170;22;0;0;0;0;Y
ČSSD;67170;14;0;1;0;0;Y
KSČM;67170;15;0;0;0;0;Y
KDU-ČSL;67170;10;0;0;0;0;Y
TOP09;67170;6;0;1;0;0;Y
STAN;67170;6;0;0;0;0;Y
ANO;67171;78;0;0;0;0;Y
ODS;67171;0;23;1;1;0;N
Piráti;67171;0;1;0;21;0;O
SPD;67171;22;0;0;0;0;Y
ČSSD;67171;13;0;1;1;0;Y
KSČM;67171;15;0;0;0;0;Y
KDU-ČSL;67171;8;0;0;2;0;Y
TOP09;67171;0;6;1;0;0;N
STAN;67171;0;6;0;0;0;N
ANO;67172;77;0;0;1;0;Y
ODS;67172;0;2;1;22;0;O
Piráti;67172;21;0;0;1;0;Y
SPD;67172;22;0;0;0;0;Y
ČSSD;67172;13;0;1;1;0;Y
KSČM;67172;15;0;0;0;0;Y
KDU-ČSL;67172;10;0;0;0;0;Y
TOP09;67172;6;0;1;0;0;Y
STAN;67172;5;0;0;1;0;Y
ANO;67173;77;0;0;1;0;Y
ODS;67173;22;0;1;2;0;Y
Piráti;67173;0;0;0;22;0;O
SPD;67173;22;0;0;0;0;Y
ČSSD;67173;14;0;1;0;0;Y
KSČM;67173;15;0;0;0;0;Y
KDU-ČSL;67173;10;0;0;0;0;Y
TOP09;67173;6;0;1;0;0;Y
STAN;67173;6;0;0;0;0;Y
ANO;67174;78;0;0;0;0;Y
ODS;67174;23;0;1;1;0;Y
Piráti;67174;22;0;0;0;0;Y
SPD;67174;22;0;0;0;0;Y
ČSSD;67174;13;0;1;1;0;Y
KSČM;67174;15;0;0;0;0;Y
KDU-ČSL;67174;10;0;0;0;0;Y
TOP09;67174;6;0;1;0;0;Y
STAN;67174;6;0;0;0;0;Y
ANO;67175;77;0;0;1;0;Y
ODS;67175;23;0;1;1;0;Y
Piráti;67175;22;0;0;0;0;Y
SPD;67175;22;0;0;0;0;Y
ČSSD;67175;14;0;1;0;0;Y
KSČM;67175;15;0;0;0;0;Y
KDU-ČSL;67175;10;0;0;0;0;Y
TOP09;67175;6;0;1;0;0;Y
STAN;67175;6;0;0;0;0;Y
ANO;67176;77;0;0;1;0;Y
ODS;67176;23;0;1;1;0;Y
Piráti;67176;22;0;0;0;0;Y
SPD;67176;22;0;0;0;0;Y
ČSSD;67176;14;0;1;0;0;Y
KSČM;67176;15;0;0;0;0;Y
KDU-ČSL;67176;10;0;0;0;0;Y
TOP09;67176;6;0;1;0;0;Y
STAN;67176;6;0;0;0;0;Y
ANO;67177;78;0;0;0;0;Y
ODS;67177;23;0;1;1;0;Y
Piráti;67177;22;0;0;0;0;Y
SPD;67177;22;0;0;0;0;Y
ČSSD;67177;13;0;1;1;0;Y
KSČM;67177;15;0;0;0;0;Y
KDU-ČSL;67177;10;0;0;0;0;Y
TOP09;67177;6;0;1;0;0;Y
STAN;67177;6;0;0;0;0;Y
ANO;67178;0;77;0;1;0;N
ODS;67178;22;0;1;2;0;Y
Piráti;67178;22;0;0;0;0;Y
SPD;67178;0;0;0;22;0;O
ČSSD;67178;1;6;1;7;0;O
KSČM;67178;0;15;0;0;0;N
KDU-ČSL;67178;5;0;0;5;0;Y
TOP09;67178;6;0;1;0;0;Y
STAN;67178;6;0;0;0;0;Y
ANO;67179;0;75;0;3;0;N
ODS;67179;9;1;1;14;0;O
Piráti;67179;22;0;0;0;0;Y
SPD;67179;0;0;0;22;0;O
ČSSD;67179;0;5;1;9;0;O
KSČM;67179;0;5;0;10;0;O
KDU-ČSL;67179;2;0;0;8;0;O
TOP09;67179;6;0;1;0;0;Y
STAN;67179;6;0;0;0;0;Y
ANO;67180;0;78;0;0;0;N
ODS;67180;23;0;1;1;0;Y
Piráti;67180;12;0;0;10;0;Y
SPD;67180;0;22;0;0;0;N
ČSSD;67180;0;5;1;9;0;O
KSČM;67180;0;1;0;14;0;O
KDU-ČSL;67180;1;0;0;9;0;O
TOP09;67180;6;0;1;0;0;Y
STAN;67180;6;0;0;0;0;Y
ANO;67181;0;76;0;2;0;N
ODS;67181;23;0;1;1;0;Y
Piráti;67181;0;19;0;3;0;N
SPD;67181;0;22;0;0;0;N
ČSSD;67181;0;8;0;7;0;N
KSČM;67181;0;14;0;1;0;N
KDU-ČSL;67181;0;1;0;9;0;O
TOP09;67181;6;0;1;0;0;Y
STAN;67181;6;0;0;0;0;Y
ANO;67182;0;78;0;0;0;N
ODS;67182;0;21;1;3;0;N
Piráti;67182;0;0;0;22;0;O
SPD;67182;0;0;0;22;0;O
ČSSD;67182;15;0;0;0;0;Y
KSČM;67182;0;0;0;15;0;O
KDU-ČSL;67182;0;0;0;10;0;O
TOP09;67182;0;0;1;6;0;O
STAN;67182;0;0;0;6;0;O
ANO;67183;0;78;0;0;0;N
ODS;67183;0;22;1;2;0;N
Piráti;67183;0;0;0;22;0;O
SPD;67183;0;0;0;22;0;O
ČSSD;67183;15;0;0;0;0;Y
KSČM;67183;14;0;0;1;0;Y
KDU-ČSL;67183;0;2;0;8;0;O
TOP09;67183;6;0;1;0;0;Y
STAN;67183;0;0;0;6;0;O
ANO;67184;0;76;0;2;0;N
ODS;67184;22;0;1;2;0;Y
Piráti;67184;22;0;0;0;0;Y
SPD;67184;0;22;0;0;0;N
ČSSD;67184;3;4;0;8;0;O
KSČM;67184;0;0;0;15;0;O
KDU-ČSL;67184;9;0;0;1;0;Y
TOP09;67184;6;0;1;0;0;Y
STAN;67184;6;0;0;0;0;Y
ANO;67185;1;77;0;0;0;N
ODS;67185;23;0;1;1;0;Y
Piráti;67185;0;21;0;1;0;N
SPD;67185;22;0;0;0;0;Y
ČSSD;67185;0;6;0;9;0;O
KSČM;67185;0;0;0;15;0;O
KDU-ČSL;67185;1;0;0;9;0;O
TOP09;67185;0;0;0;7;0;O
STAN;67185;6;0;0;0;0;Y
ANO;67186;0;78;0;0;0;N
ODS;67186;23;0;1;1;0;Y
Piráti;67186;0;22;0;0;0;N
SPD;67186;0;0;0;22;0;O
ČSSD;67186;0;9;0;6;0;N
KSČM;67186;1;1;0;13;0;O
KDU-ČSL;67186;0;4;0;6;0;O
TOP09;67186;0;0;0;7;0;O
STAN;67186;6;0;0;0;0;Y
ANO;67187;0;76;0;2;0;N
ODS;67187;23;0;1;1;0;Y
Piráti;67187;0;22;0;0;0;N
SPD;67187;0;0;0;22;0;O
ČSSD;67187;2;8;0;5;0;N
KSČM;67187;0;1;0;14;0;O
KDU-ČSL;67187;1;1;0;8;0;O
TOP09;67187;7;0;0;0;0;Y
STAN;67187;6;0;0;0;0;Y
ANO;67188;0;77;0;1;0;N
ODS;67188;23;0;1;1;0;Y
Piráti;67188;0;21;0;1;0;N
SPD;67188;0;0;0;22;0;O
ČSSD;67188;1;6;0;8;0;O
KSČM;67188;2;0;0;13;0;O
KDU-ČSL;67188;0;3;0;7;0;O
TOP09;67188;7;0;0;0;0;Y
STAN;67188;6;0;0;0;0;Y
ANO;67189;0;74;0;4;0;N
ODS;67189;23;0;1;1;0;Y
Piráti;67189;0;0;0;22;0;O
SPD;67189;22;0;0;0;0;Y
ČSSD;67189;0;11;0;4;0;N
KSČM;67189;0;5;0;10;0;O
KDU-ČSL;67189;0;9;0;1;0;N
TOP09;67189;0;7;0;0;0;N
STAN;67189;6;0;0;0;0;Y
ANO;67190;7;67;0;4;0;N
ODS;67190;24;0;1;0;0;Y
Piráti;67190;0;22;0;0;0;N
SPD;67190;22;0;0;0;0;Y
ČSSD;67190;0;11;0;4;0;N
KSČM;67190;0;9;0;6;0;N
KDU-ČSL;67190;0;8;0;2;0;N
TOP09;67190;0;7;0;0;0;N
STAN;67190;0;6;0;0;0;N
ANO;67191;0;76;0;2;0;N
ODS;67191;24;0;1;0;0;Y
Piráti;67191;0;3;0;19;0;O
SPD;67191;22;0;0;0;0;Y
ČSSD;67191;0;7;0;8;0;O
KSČM;67191;0;3;0;12;0;O
KDU-ČSL;67191;2;2;0;6;0;O
TOP09;67191;0;2;0;5;0;O
STAN;67191;2;1;0;3;0;O
ANO;67192;0;76;0;2;0;N
ODS;67192;24;0;1;0;0;Y
Piráti;67192;6;0;0;16;0;O
SPD;67192;22;0;0;0;0;Y
ČSSD;67192;1;7;0;7;0;N
KSČM;67192;0;2;0;13;0;O
KDU-ČSL;67192;3;1;0;6;0;O
TOP09;67192;6;0;0;1;0;Y
STAN;67192;6;0;0;0;0;Y
ANO;67193;0;76;0;2;0;N
ODS;67193;24;0;1;0;0;Y
Piráti;67193;0;0;0;22;0;O
SPD;67193;0;22;0;0;0;N
ČSSD;67193;1;6;0;8;0;O
KSČM;67193;0;1;0;14;0;O
KDU-ČSL;67193;5;0;0;5;0;Y
TOP09;67193;7;0;0;0;0;Y
STAN;67193;6;0;0;0;0;Y
ANO;67194;0;76;0;2;0;N
ODS;67194;24;0;1;0;0;Y
Piráti;67194;0;0;0;22;0;O
SPD;67194;0;0;0;22;0;O
ČSSD;67194;0;8;0;7;0;N
KSČM;67194;0;3;0;12;0;O
KDU-ČSL;67194;0;6;0;4;0;N
TOP09;67194;7;0;0;0;0;Y
STAN;67194;6;0;0;0;0;Y
ANO;67195;0;76;0;2;0;N
ODS;67195;24;0;1;0;0;Y
Piráti;67195;0;0;0;22;0;O
SPD;67195;0;0;0;22;0;O
ČSSD;67195;0;7;0;8;0;O
KSČM;67195;0;10;0;5;0;N
KDU-ČSL;67195;0;6;0;4;0;N
TOP09;67195;7;0;0;0;0;Y
STAN;67195;6;0;0;0;0;Y
ANO;67196;0;75;0;3;0;N
ODS;67196;24;0;1;0;0;Y
Piráti;67196;0;0;0;22;0;O
SPD;67196;0;0;0;22;0;O
ČSSD;67196;0;8;0;7;0;N
KSČM;67196;0;10;0;5;0;N
KDU-ČSL;67196;1;6;0;3;0;N
TOP09;67196;7;0;0;0;0;Y
STAN;67196;5;0;0;1;0;Y
ANO;67197;0;76;0;2;0;N
ODS;67197;24;0;1;0;0;Y
Piráti;67197;0;0;0;22;0;O
SPD;67197;0;0;0;22;0;O
ČSSD;67197;0;9;0;6;0;N
KSČM;67197;0;12;0;3;0;N
KDU-ČSL;67197;0;6;0;4;0;N
TOP09;67197;6;0;0;1;0;Y
STAN;67197;5;0;0;1;0;Y
ANO;67198;0;74;0;4;0;N
ODS;67198;23;0;1;1;0;Y
Piráti;67198;0;0;1;21;0;O
SPD;67198;0;0;0;22;0;O
ČSSD;67198;0;8;0;7;0;N
